metric,period_month,period_date,org_code,org_name,total_patients,within_62d,breached_62d,compliance_rate
62d_combined,2024-02,2024-02-01,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,0.5,0.0,0.5,0.0
62d_combined,2025-08,2025-08-01,AQK,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,0.5,0.5,0.0,1.0
62d_combined,2025-08,2025-08-01,DJQ,SURREY HEALTHY CHILDREN AND FAMILIES LLP,0.5,0.5,0.0,1.0
62d_combined,2023-10,2023-10-01,GEC,RAPID INVESTIGATION SERVICE,0.5,0.5,0.0,1.0
62d_combined,2023-11,2023-11-01,GEC,RAPID INVESTIGATION SERVICE,2.5,1.5,1.0,0.6
62d_combined,2023-12,2023-12-01,GEC,RAPID INVESTIGATION SERVICE,3.0,0.0,3.0,0.0
62d_combined,2024-01,2024-01-01,GEC,RAPID INVESTIGATION SERVICE,1.5,1.0,0.5,0.6666666666666666
62d_combined,2024-02,2024-02-01,GEC,RAPID INVESTIGATION SERVICE,1.0,0.0,1.0,0.0
62d_combined,2024-03,2024-03-01,GEC,RAPID INVESTIGATION SERVICE,3.5,1.0,2.5,0.2857142857142857
62d_combined,2024-04,2024-04-01,GEC,RAPID INVESTIGATION SERVICE,1.5,0.0,1.5,0.0
62d_combined,2024-05,2024-05-01,GEC,RAPID INVESTIGATION SERVICE,2.0,1.0,1.0,0.5
62d_combined,2024-06,2024-06-01,GEC,RAPID INVESTIGATION SERVICE,0.5,0.5,0.0,1.0
62d_combined,2024-07,2024-07-01,GEC,RAPID INVESTIGATION SERVICE,1.5,0.5,1.0,0.3333333333333333
62d_combined,2024-08,2024-08-01,GEC,RAPID INVESTIGATION SERVICE,2.5,0.5,2.0,0.2
62d_combined,2024-10,2024-10-01,GEC,RAPID INVESTIGATION SERVICE,1.0,0.0,1.0,0.0
62d_combined,2024-11,2024-11-01,GEC,RAPID INVESTIGATION SERVICE,3.0,1.5,1.5,0.5
62d_combined,2024-12,2024-12-01,GEC,RAPID INVESTIGATION SERVICE,3.5,1.5,2.0,0.42857142857142855
62d_combined,2025-01,2025-01-01,GEC,RAPID INVESTIGATION SERVICE,3.5,1.5,2.0,0.42857142857142855
62d_combined,2025-02,2025-02-01,GEC,RAPID INVESTIGATION SERVICE,1.0,0.5,0.5,0.5
62d_combined,2025-03,2025-03-01,GEC,RAPID INVESTIGATION SERVICE,1.5,0.0,1.5,0.0
62d_combined,2025-04,2025-04-01,GEC,RAPID INVESTIGATION SERVICE,1.0,1.0,0.0,1.0
62d_combined,2025-05,2025-05-01,GEC,RAPID INVESTIGATION SERVICE,4.0,1.5,2.5,0.375
62d_combined,2025-06,2025-06-01,GEC,RAPID INVESTIGATION SERVICE,2.0,1.0,1.0,0.5
62d_combined,2025-07,2025-07-01,GEC,RAPID INVESTIGATION SERVICE,2.5,1.5,1.0,0.6
62d_combined,2025-08,2025-08-01,GEC,RAPID INVESTIGATION SERVICE,2.5,1.0,1.5,0.4
62d_combined,2025-09,2025-09-01,GEC,RAPID INVESTIGATION SERVICE,5.5,1.5,4.0,0.2727272727272727
62d_combined,2023-10,2023-10-01,NDA,HCRG CARE SERVICES LTD,6.5,6.0,0.5,0.9230769230769231
62d_combined,2023-11,2023-11-01,NDA,HCRG CARE SERVICES LTD,12.5,7.0,5.5,0.56
62d_combined,2023-12,2023-12-01,NDA,HCRG CARE SERVICES LTD,7.0,6.0,1.0,0.8571428571428571
62d_combined,2024-01,2024-01-01,NDA,HCRG CARE SERVICES LTD,3.0,3.0,0.0,1.0
62d_combined,2024-02,2024-02-01,NDA,HCRG CARE SERVICES LTD,1.5,1.5,0.0,1.0
62d_combined,2024-03,2024-03-01,NDA,HCRG CARE SERVICES LTD,4.5,4.5,0.0,1.0
62d_combined,2024-04,2024-04-01,NDA,HCRG CARE SERVICES LTD,1.5,1.5,0.0,1.0
62d_combined,2024-05,2024-05-01,NDA,HCRG CARE SERVICES LTD,6.0,5.5,0.5,0.9166666666666666
62d_combined,2024-06,2024-06-01,NDA,HCRG CARE SERVICES LTD,4.5,4.5,0.0,1.0
62d_combined,2024-07,2024-07-01,NDA,HCRG CARE SERVICES LTD,7.0,6.5,0.5,0.9285714285714286
62d_combined,2024-08,2024-08-01,NDA,HCRG CARE SERVICES LTD,5.0,2.5,2.5,0.5
62d_combined,2024-09,2024-09-01,NDA,HCRG CARE SERVICES LTD,3.5,2.0,1.5,0.5714285714285714
62d_combined,2024-10,2024-10-01,NDA,HCRG CARE SERVICES LTD,7.0,6.5,0.5,0.9285714285714286
62d_combined,2024-11,2024-11-01,NDA,HCRG CARE SERVICES LTD,6.0,5.0,1.0,0.8333333333333334
62d_combined,2024-12,2024-12-01,NDA,HCRG CARE SERVICES LTD,7.0,5.0,2.0,0.7142857142857143
62d_combined,2025-01,2025-01-01,NDA,HCRG CARE SERVICES LTD,6.0,5.5,0.5,0.9166666666666666
62d_combined,2025-02,2025-02-01,NDA,HCRG CARE SERVICES LTD,2.5,2.5,0.0,1.0
62d_combined,2025-03,2025-03-01,NDA,HCRG CARE SERVICES LTD,5.5,5.5,0.0,1.0
62d_combined,2025-04,2025-04-01,NDA,HCRG CARE SERVICES LTD,3.0,2.5,0.5,0.8333333333333334
62d_combined,2025-05,2025-05-01,NDA,HCRG CARE SERVICES LTD,7.0,5.5,1.5,0.7857142857142857
62d_combined,2025-06,2025-06-01,NDA,HCRG CARE SERVICES LTD,6.0,4.5,1.5,0.75
62d_combined,2025-07,2025-07-01,NDA,HCRG CARE SERVICES LTD,5.5,4.5,1.0,0.8181818181818182
62d_combined,2025-08,2025-08-01,NDA,HCRG CARE SERVICES LTD,5.5,5.0,0.5,0.9090909090909091
62d_combined,2025-09,2025-09-01,NDA,HCRG CARE SERVICES LTD,5.0,5.0,0.0,1.0
62d_combined,2024-07,2024-07-01,NNE,DORKING HEALTHCARE LIMITED (DHC),0.5,0.5,0.0,1.0
62d_combined,2025-04,2025-04-01,NNE,DORKING HEALTHCARE LIMITED (DHC),0.5,0.5,0.0,1.0
62d_combined,2025-05,2025-05-01,NNE,DORKING HEALTHCARE LIMITED (DHC),0.5,0.5,0.0,1.0
62d_combined,2023-11,2023-11-01,NQ7,MEDWAY COMMUNITY HEALTHCARE,1.0,1.0,0.0,1.0
62d_combined,2023-12,2023-12-01,NQ7,MEDWAY COMMUNITY HEALTHCARE,0.5,0.5,0.0,1.0
62d_combined,2024-04,2024-04-01,NQ7,MEDWAY COMMUNITY HEALTHCARE,1.0,0.0,1.0,0.0
62d_combined,2023-10,2023-10-01,NQT,HCRG CARE LTD,5.0,4.0,1.0,0.8
62d_combined,2023-11,2023-11-01,NQT,HCRG CARE LTD,7.0,7.0,0.0,1.0
62d_combined,2023-12,2023-12-01,NQT,HCRG CARE LTD,3.0,2.0,1.0,0.6666666666666666
62d_combined,2024-01,2024-01-01,NQT,HCRG CARE LTD,2.0,0.5,1.5,0.25
62d_combined,2024-02,2024-02-01,NQT,HCRG CARE LTD,4.5,2.5,2.0,0.5555555555555556
62d_combined,2024-03,2024-03-01,NQT,HCRG CARE LTD,5.5,2.0,3.5,0.36363636363636365
62d_combined,2024-04,2024-04-01,NQT,HCRG CARE LTD,6.5,3.0,3.5,0.46153846153846156
62d_combined,2024-05,2024-05-01,NQT,HCRG CARE LTD,4.0,2.5,1.5,0.625
62d_combined,2024-06,2024-06-01,NQT,HCRG CARE LTD,6.0,2.5,3.5,0.4166666666666667
62d_combined,2024-07,2024-07-01,NQT,HCRG CARE LTD,14.5,5.5,9.0,0.3793103448275862
62d_combined,2024-08,2024-08-01,NQT,HCRG CARE LTD,7.0,3.5,3.5,0.5
62d_combined,2024-09,2024-09-01,NQT,HCRG CARE LTD,4.5,4.5,0.0,1.0
62d_combined,2024-10,2024-10-01,NQT,HCRG CARE LTD,4.0,1.0,3.0,0.25
62d_combined,2024-11,2024-11-01,NQT,HCRG CARE LTD,3.5,1.5,2.0,0.42857142857142855
62d_combined,2024-12,2024-12-01,NQT,HCRG CARE LTD,8.5,3.5,5.0,0.4117647058823529
62d_combined,2025-01,2025-01-01,NQT,HCRG CARE LTD,4.5,2.0,2.5,0.4444444444444444
62d_combined,2025-02,2025-02-01,NQT,HCRG CARE LTD,2.0,0.5,1.5,0.25
62d_combined,2025-03,2025-03-01,NQT,HCRG CARE LTD,2.5,2.5,0.0,1.0
62d_combined,2025-04,2025-04-01,NQT,HCRG CARE LTD,3.5,3.5,0.0,1.0
62d_combined,2025-05,2025-05-01,NQT,HCRG CARE LTD,2.5,1.5,1.0,0.6
62d_combined,2025-06,2025-06-01,NQT,HCRG CARE LTD,5.5,1.0,4.5,0.18181818181818182
62d_combined,2025-07,2025-07-01,NQT,HCRG CARE LTD,3.0,1.0,2.0,0.3333333333333333
62d_combined,2025-08,2025-08-01,NQT,HCRG CARE LTD,4.5,4.5,0.0,1.0
62d_combined,2025-09,2025-09-01,NQT,HCRG CARE LTD,1.0,0.5,0.5,0.5
62d_combined,2025-05,2025-05-01,NRF,UNIVERSITY OF SOUTHAMPTON AUDITORY IMPLANT SERVICE,0.5,0.5,0.0,1.0
62d_combined,2024-01,2024-01-01,NT2,NUFFIELD HEALTH,0.5,0.0,0.5,0.0
62d_combined,2024-02,2024-02-01,NT2,NUFFIELD HEALTH,1.0,1.0,0.0,1.0
62d_combined,2024-05,2024-05-01,NT2,NUFFIELD HEALTH,1.0,1.0,0.0,1.0
62d_combined,2024-07,2024-07-01,NT2,NUFFIELD HEALTH,0.5,0.5,0.0,1.0
62d_combined,2024-11,2024-11-01,NT2,NUFFIELD HEALTH,1.0,1.0,0.0,1.0
62d_combined,2024-12,2024-12-01,NT2,NUFFIELD HEALTH,0.5,0.5,0.0,1.0
62d_combined,2025-01,2025-01-01,NT2,NUFFIELD HEALTH,0.5,0.5,0.0,1.0
62d_combined,2025-02,2025-02-01,NT2,NUFFIELD HEALTH,0.5,0.5,0.0,1.0
62d_combined,2025-03,2025-03-01,NT2,NUFFIELD HEALTH,0.5,0.5,0.0,1.0
62d_combined,2025-05,2025-05-01,NT2,NUFFIELD HEALTH,0.5,0.5,0.0,1.0
62d_combined,2025-07,2025-07-01,NT2,NUFFIELD HEALTH,1.0,1.0,0.0,1.0
62d_combined,2025-08,2025-08-01,NT2,NUFFIELD HEALTH,1.0,1.0,0.0,1.0
62d_combined,2025-09,2025-09-01,NT2,NUFFIELD HEALTH,1.0,1.0,0.0,1.0
62d_combined,2024-03,2024-03-01,NT3,SPIRE HEALTHCARE,0.5,0.5,0.0,1.0
62d_combined,2024-04,2024-04-01,NT3,SPIRE HEALTHCARE,0.5,0.0,0.5,0.0
62d_combined,2024-05,2024-05-01,NT3,SPIRE HEALTHCARE,0.5,0.0,0.5,0.0
62d_combined,2024-07,2024-07-01,NT3,SPIRE HEALTHCARE,0.5,0.5,0.0,1.0
62d_combined,2024-08,2024-08-01,NT3,SPIRE HEALTHCARE,0.5,0.5,0.0,1.0
62d_combined,2024-12,2024-12-01,NT3,SPIRE HEALTHCARE,1.0,0.0,1.0,0.0
62d_combined,2025-03,2025-03-01,NT3,SPIRE HEALTHCARE,0.5,0.5,0.0,1.0
62d_combined,2025-08,2025-08-01,NT3,SPIRE HEALTHCARE,0.5,0.5,0.0,1.0
62d_combined,2023-10,2023-10-01,NT4,CIRCLE HEALTH GROUP LIMITED,0.5,0.5,0.0,1.0
62d_combined,2024-08,2024-08-01,NT4,CIRCLE HEALTH GROUP LIMITED,0.5,0.5,0.0,1.0
62d_combined,2024-09,2024-09-01,NT4,CIRCLE HEALTH GROUP LIMITED,0.5,0.5,0.0,1.0
62d_combined,2024-11,2024-11-01,NT4,CIRCLE HEALTH GROUP LIMITED,1.0,1.0,0.0,1.0
62d_combined,2025-06,2025-06-01,NT4,CIRCLE HEALTH GROUP LIMITED,0.5,0.5,0.0,1.0
62d_combined,2024-09,2024-09-01,NT7,NETCARE HEALTHCARE UK,1.0,0.5,0.5,0.5
62d_combined,2025-02,2025-02-01,NT7,NETCARE HEALTHCARE UK,0.5,0.5,0.0,1.0
62d_combined,2023-10,2023-10-01,NTP,PRACTICE PLUS GROUP,0.5,0.5,0.0,1.0
62d_combined,2023-11,2023-11-01,NTP,PRACTICE PLUS GROUP,0.5,0.5,0.0,1.0
62d_combined,2024-01,2024-01-01,NTP,PRACTICE PLUS GROUP,1.0,0.0,1.0,0.0
62d_combined,2024-02,2024-02-01,NTP,PRACTICE PLUS GROUP,0.5,0.0,0.5,0.0
62d_combined,2024-05,2024-05-01,NTP,PRACTICE PLUS GROUP,1.0,0.5,0.5,0.5
62d_combined,2024-06,2024-06-01,NTP,PRACTICE PLUS GROUP,0.5,0.5,0.0,1.0
62d_combined,2024-09,2024-09-01,NTP,PRACTICE PLUS GROUP,3.0,0.0,3.0,0.0
62d_combined,2024-10,2024-10-01,NTP,PRACTICE PLUS GROUP,0.5,0.0,0.5,0.0
62d_combined,2024-12,2024-12-01,NTP,PRACTICE PLUS GROUP,1.0,0.0,1.0,0.0
62d_combined,2025-02,2025-02-01,NTP,PRACTICE PLUS GROUP,1.5,0.0,1.5,0.0
62d_combined,2025-04,2025-04-01,NTP,PRACTICE PLUS GROUP,0.5,0.0,0.5,0.0
62d_combined,2025-05,2025-05-01,NTP,PRACTICE PLUS GROUP,0.5,0.5,0.0,1.0
62d_combined,2025-06,2025-06-01,NTP,PRACTICE PLUS GROUP,1.0,1.0,0.0,1.0
62d_combined,2025-07,2025-07-01,NTP,PRACTICE PLUS GROUP,1.0,1.0,0.0,1.0
62d_combined,2025-09,2025-09-01,NTP,PRACTICE PLUS GROUP,0.5,0.5,0.0,1.0
62d_combined,2024-06,2024-06-01,NTV,CSH SURREY,0.5,0.0,0.5,0.0
62d_combined,2023-10,2023-10-01,NV1,INHEALTH LIMITED,10.0,7.5,2.5,0.75
62d_combined,2023-11,2023-11-01,NV1,INHEALTH LIMITED,19.0,16.0,3.0,0.8421052631578947
62d_combined,2023-12,2023-12-01,NV1,INHEALTH LIMITED,13.0,13.0,0.0,1.0
62d_combined,2024-01,2024-01-01,NV1,INHEALTH LIMITED,24.5,21.5,3.0,0.8775510204081632
62d_combined,2024-02,2024-02-01,NV1,INHEALTH LIMITED,16.0,14.5,1.5,0.90625
62d_combined,2024-03,2024-03-01,NV1,INHEALTH LIMITED,16.5,16.5,0.0,1.0
62d_combined,2024-04,2024-04-01,NV1,INHEALTH LIMITED,22.0,19.5,2.5,0.8863636363636364
62d_combined,2024-05,2024-05-01,NV1,INHEALTH LIMITED,17.5,17.5,0.0,1.0
62d_combined,2024-06,2024-06-01,NV1,INHEALTH LIMITED,15.5,14.5,1.0,0.9354838709677419
62d_combined,2024-07,2024-07-01,NV1,INHEALTH LIMITED,22.5,18.0,4.5,0.8
62d_combined,2024-08,2024-08-01,NV1,INHEALTH LIMITED,28.5,26.0,2.5,0.9122807017543859
62d_combined,2024-09,2024-09-01,NV1,INHEALTH LIMITED,18.5,17.0,1.5,0.918918918918919
62d_combined,2024-10,2024-10-01,NV1,INHEALTH LIMITED,21.5,18.0,3.5,0.8372093023255814
62d_combined,2024-11,2024-11-01,NV1,INHEALTH LIMITED,20.0,18.0,2.0,0.9
62d_combined,2024-12,2024-12-01,NV1,INHEALTH LIMITED,19.5,19.5,0.0,1.0
62d_combined,2025-01,2025-01-01,NV1,INHEALTH LIMITED,22.5,18.5,4.0,0.8222222222222222
62d_combined,2025-02,2025-02-01,NV1,INHEALTH LIMITED,14.0,12.0,2.0,0.8571428571428571
62d_combined,2025-03,2025-03-01,NV1,INHEALTH LIMITED,22.0,20.0,2.0,0.9090909090909091
62d_combined,2025-04,2025-04-01,NV1,INHEALTH LIMITED,24.0,21.5,2.5,0.8958333333333334
62d_combined,2025-05,2025-05-01,NV1,INHEALTH LIMITED,16.0,12.5,3.5,0.78125
62d_combined,2025-06,2025-06-01,NV1,INHEALTH LIMITED,19.5,18.0,1.5,0.9230769230769231
62d_combined,2025-07,2025-07-01,NV1,INHEALTH LIMITED,17.5,15.0,2.5,0.8571428571428571
62d_combined,2025-08,2025-08-01,NV1,INHEALTH LIMITED,22.0,18.0,4.0,0.8181818181818182
62d_combined,2025-09,2025-09-01,NV1,INHEALTH LIMITED,24.5,22.0,2.5,0.8979591836734694
62d_combined,2024-06,2024-06-01,NV5,MOLECULAR IMAGING SOLUTIONS LTD (MIS),0.5,0.0,0.5,0.0
62d_combined,2024-08,2024-08-01,NVC,RAMSAY HEALTHCARE UK OPERATIONS LIMITED,0.5,0.5,0.0,1.0
62d_combined,2025-09,2025-09-01,NVC,RAMSAY HEALTHCARE UK OPERATIONS LIMITED,0.5,0.5,0.0,1.0
62d_combined,2023-10,2023-10-01,NVM,EPSOMEDICAL GROUP,20.0,20.0,0.0,1.0
62d_combined,2023-11,2023-11-01,NVM,EPSOMEDICAL GROUP,9.0,9.0,0.0,1.0
62d_combined,2023-12,2023-12-01,NVM,EPSOMEDICAL GROUP,6.5,6.5,0.0,1.0
62d_combined,2024-01,2024-01-01,NVM,EPSOMEDICAL GROUP,14.5,14.5,0.0,1.0
62d_combined,2024-02,2024-02-01,NVM,EPSOMEDICAL GROUP,10.0,10.0,0.0,1.0
62d_combined,2024-03,2024-03-01,NVM,EPSOMEDICAL GROUP,15.5,14.5,1.0,0.9354838709677419
62d_combined,2024-04,2024-04-01,NVM,EPSOMEDICAL GROUP,8.0,7.0,1.0,0.875
62d_combined,2024-05,2024-05-01,NVM,EPSOMEDICAL GROUP,8.0,8.0,0.0,1.0
62d_combined,2024-06,2024-06-01,NVM,EPSOMEDICAL GROUP,5.0,5.0,0.0,1.0
62d_combined,2024-07,2024-07-01,NVM,EPSOMEDICAL GROUP,12.0,11.0,1.0,0.9166666666666666
62d_combined,2024-08,2024-08-01,NVM,EPSOMEDICAL GROUP,10.0,10.0,0.0,1.0
62d_combined,2024-09,2024-09-01,NVM,EPSOMEDICAL GROUP,14.0,13.0,1.0,0.9285714285714286
62d_combined,2024-10,2024-10-01,NVM,EPSOMEDICAL GROUP,17.5,17.5,0.0,1.0
62d_combined,2024-11,2024-11-01,NVM,EPSOMEDICAL GROUP,12.0,12.0,0.0,1.0
62d_combined,2024-12,2024-12-01,NVM,EPSOMEDICAL GROUP,15.5,15.5,0.0,1.0
62d_combined,2025-01,2025-01-01,NVM,EPSOMEDICAL GROUP,13.5,13.5,0.0,1.0
62d_combined,2025-02,2025-02-01,NVM,EPSOMEDICAL GROUP,10.0,10.0,0.0,1.0
62d_combined,2025-03,2025-03-01,NVM,EPSOMEDICAL GROUP,11.0,10.0,1.0,0.9090909090909091
62d_combined,2025-04,2025-04-01,NVM,EPSOMEDICAL GROUP,16.0,13.0,3.0,0.8125
62d_combined,2025-05,2025-05-01,NVM,EPSOMEDICAL GROUP,13.5,13.5,0.0,1.0
62d_combined,2025-06,2025-06-01,NVM,EPSOMEDICAL GROUP,6.0,6.0,0.0,1.0
62d_combined,2025-07,2025-07-01,NVM,EPSOMEDICAL GROUP,20.0,18.0,2.0,0.9
62d_combined,2025-08,2025-08-01,NVM,EPSOMEDICAL GROUP,10.5,9.0,1.5,0.8571428571428571
62d_combined,2025-09,2025-09-01,NVM,EPSOMEDICAL GROUP,25.5,24.0,1.5,0.9411764705882353
62d_combined,2023-10,2023-10-01,NVN,FIRST CHOICE HEALTH LTD,0.5,0.5,0.0,1.0
62d_combined,2025-08,2025-08-01,NW6,HCA INTERNATIONAL,0.5,0.0,0.5,0.0
62d_combined,2024-03,2024-03-01,NWV,GP CARE UK LIMITED,0.5,0.5,0.0,1.0
62d_combined,2024-06,2024-06-01,NWV,GP CARE UK LIMITED,0.5,0.5,0.0,1.0
62d_combined,2024-08,2024-08-01,NWV,GP CARE UK LIMITED,0.5,0.0,0.5,0.0
62d_combined,2023-10,2023-10-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,64.0,58.5,5.5,0.9140625
62d_combined,2023-11,2023-11-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,51.5,48.0,3.5,0.9320388349514563
62d_combined,2023-12,2023-12-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,36.5,31.5,5.0,0.863013698630137
62d_combined,2024-01,2024-01-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,74.0,68.0,6.0,0.918918918918919
62d_combined,2024-02,2024-02-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,79.5,76.5,3.0,0.9622641509433962
62d_combined,2024-03,2024-03-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,52.5,46.0,6.5,0.8761904761904762
62d_combined,2024-04,2024-04-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,51.0,47.0,4.0,0.9215686274509803
62d_combined,2024-05,2024-05-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,49.5,44.0,5.5,0.8888888888888888
62d_combined,2024-06,2024-06-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,50.0,41.5,8.5,0.83
62d_combined,2024-07,2024-07-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,73.5,63.0,10.5,0.8571428571428571
62d_combined,2024-08,2024-08-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,51.0,38.0,13.0,0.7450980392156863
62d_combined,2024-09,2024-09-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,53.0,46.0,7.0,0.8679245283018868
62d_combined,2024-10,2024-10-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,52.5,36.5,16.0,0.6952380952380952
62d_combined,2024-11,2024-11-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,38.0,33.5,4.5,0.881578947368421
62d_combined,2024-12,2024-12-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,62.5,54.5,8.0,0.872
62d_combined,2025-01,2025-01-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,94.5,79.5,15.0,0.8412698412698413
62d_combined,2025-02,2025-02-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,85.0,70.0,15.0,0.8235294117647058
62d_combined,2025-03,2025-03-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,48.5,36.5,12.0,0.7525773195876289
62d_combined,2025-04,2025-04-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,79.5,69.5,10.0,0.8742138364779874
62d_combined,2025-05,2025-05-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,108.0,90.0,18.0,0.8333333333333334
62d_combined,2025-06,2025-06-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,108.5,84.5,24.0,0.7788018433179723
62d_combined,2025-07,2025-07-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,121.0,107.0,14.0,0.8842975206611571
62d_combined,2025-08,2025-08-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,114.0,98.0,16.0,0.8596491228070176
62d_combined,2025-09,2025-09-01,NYG,SUSSEX COMMUNITY DERMATOLOGY SERVICE,109.5,92.0,17.5,0.8401826484018264
62d_combined,2023-10,2023-10-01,NYT,ASSURA EAST RIDING LLP,3.5,3.5,0.0,1.0
62d_combined,2023-11,2023-11-01,NYT,ASSURA EAST RIDING LLP,8.5,8.5,0.0,1.0
62d_combined,2023-12,2023-12-01,NYT,ASSURA EAST RIDING LLP,24.0,24.0,0.0,1.0
62d_combined,2024-01,2024-01-01,NYT,ASSURA EAST RIDING LLP,16.0,16.0,0.0,1.0
62d_combined,2024-02,2024-02-01,NYT,ASSURA EAST RIDING LLP,4.5,3.5,1.0,0.7777777777777778
62d_combined,2024-03,2024-03-01,NYT,ASSURA EAST RIDING LLP,5.0,4.0,1.0,0.8
62d_combined,2024-04,2024-04-01,NYT,ASSURA EAST RIDING LLP,14.0,14.0,0.0,1.0
62d_combined,2024-05,2024-05-01,NYT,ASSURA EAST RIDING LLP,21.0,19.0,2.0,0.9047619047619048
62d_combined,2024-06,2024-06-01,NYT,ASSURA EAST RIDING LLP,20.0,17.0,3.0,0.85
62d_combined,2024-07,2024-07-01,NYT,ASSURA EAST RIDING LLP,15.0,10.0,5.0,0.6666666666666666
62d_combined,2024-08,2024-08-01,NYT,ASSURA EAST RIDING LLP,11.0,11.0,0.0,1.0
62d_combined,2024-09,2024-09-01,NYT,ASSURA EAST RIDING LLP,21.0,19.0,2.0,0.9047619047619048
62d_combined,2024-11,2024-11-01,NYT,ASSURA EAST RIDING LLP,1.0,0.0,1.0,0.0
62d_combined,2024-12,2024-12-01,NYT,ASSURA EAST RIDING LLP,9.0,9.0,0.0,1.0
62d_combined,2025-02,2025-02-01,NYT,ASSURA EAST RIDING LLP,0.5,0.0,0.5,0.0
62d_combined,2025-04,2025-04-01,NYT,ASSURA EAST RIDING LLP,3.0,3.0,0.0,1.0
62d_combined,2025-05,2025-05-01,NYT,ASSURA EAST RIDING LLP,4.0,4.0,0.0,1.0
62d_combined,2025-06,2025-06-01,NYT,ASSURA EAST RIDING LLP,13.0,6.0,7.0,0.46153846153846156
62d_combined,2025-07,2025-07-01,NYT,ASSURA EAST RIDING LLP,11.0,9.0,2.0,0.8181818181818182
62d_combined,2025-08,2025-08-01,NYT,ASSURA EAST RIDING LLP,9.0,6.0,3.0,0.6666666666666666
62d_combined,2025-09,2025-09-01,NYT,ASSURA EAST RIDING LLP,6.0,4.0,2.0,0.6666666666666666
62d_combined,2023-10,2023-10-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,378.0,179.0,199.0,0.47354497354497355
62d_combined,2023-11,2023-11-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,427.0,223.5,203.5,0.5234192037470726
62d_combined,2023-12,2023-12-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,330.0,162.5,167.5,0.49242424242424243
62d_combined,2024-01,2024-01-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,410.5,166.5,244.0,0.4056029232643118
62d_combined,2024-02,2024-02-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,351.5,153.5,198.0,0.4366998577524893
62d_combined,2024-03,2024-03-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,388.5,231.0,157.5,0.5945945945945946
62d_combined,2024-04,2024-04-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,409.5,234.0,175.5,0.5714285714285714
62d_combined,2024-05,2024-05-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,451.5,263.0,188.5,0.5825027685492802
62d_combined,2024-06,2024-06-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,425.5,251.5,174.0,0.5910693301997649
62d_combined,2024-07,2024-07-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,451.5,271.0,180.5,0.6002214839424141
62d_combined,2024-08,2024-08-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,433.5,248.0,185.5,0.5720876585928489
62d_combined,2024-09,2024-09-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,442.0,236.5,205.5,0.5350678733031674
62d_combined,2024-10,2024-10-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,485.5,285.0,200.5,0.5870236869207003
62d_combined,2024-11,2024-11-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,463.5,289.0,174.5,0.6235167206040992
62d_combined,2024-12,2024-12-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,426.5,254.5,172.0,0.5967174677608441
62d_combined,2025-01,2025-01-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,483.5,289.0,194.5,0.5977249224405378
