metric,period_month,period_date,org_code,org_name,total_patients,within_62d,breached_62d,compliance_rate
62d_combined,2025-02,2025-02-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,400.5,219.0,181.5,0.5468164794007491
62d_combined,2025-03,2025-03-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,442.5,278.0,164.5,0.6282485875706215
62d_combined,2025-04,2025-04-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,417.0,249.0,168.0,0.5971223021582733
62d_combined,2025-05,2025-05-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,431.0,255.0,176.0,0.5916473317865429
62d_combined,2025-06,2025-06-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,520.5,317.0,203.5,0.6090297790585975
62d_combined,2025-07,2025-07-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,478.0,308.5,169.5,0.645397489539749
62d_combined,2025-08,2025-08-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,409.5,279.0,130.5,0.6813186813186813
62d_combined,2025-09,2025-09-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,465.0,337.5,127.5,0.7258064516129032
62d_combined,2023-10,2023-10-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,20.5,18.5,2.0,0.9024390243902439
62d_combined,2023-11,2023-11-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,8.5,8.0,0.5,0.9411764705882353
62d_combined,2023-12,2023-12-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,16.5,15.5,1.0,0.9393939393939394
62d_combined,2024-01,2024-01-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,19.0,19.0,0.0,1.0
62d_combined,2024-02,2024-02-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,17.0,14.5,2.5,0.8529411764705882
62d_combined,2024-03,2024-03-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,9.5,9.0,0.5,0.9473684210526315
62d_combined,2024-04,2024-04-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,23.5,21.0,2.5,0.8936170212765957
62d_combined,2024-05,2024-05-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,17.0,16.5,0.5,0.9705882352941176
62d_combined,2024-06,2024-06-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,17.0,15.5,1.5,0.9117647058823529
62d_combined,2024-07,2024-07-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,16.5,14.5,2.0,0.8787878787878788
62d_combined,2024-08,2024-08-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18.5,16.0,2.5,0.8648648648648649
62d_combined,2024-09,2024-09-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,17.0,15.5,1.5,0.9117647058823529
62d_combined,2024-10,2024-10-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,13.0,11.0,2.0,0.8461538461538461
62d_combined,2024-11,2024-11-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,15.5,15.0,0.5,0.967741935483871
62d_combined,2024-12,2024-12-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,19.5,17.5,2.0,0.8974358974358975
62d_combined,2025-01,2025-01-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,9.0,8.0,1.0,0.8888888888888888
62d_combined,2025-02,2025-02-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,20.5,18.0,2.5,0.8780487804878049
62d_combined,2025-03,2025-03-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,15.0,13.0,2.0,0.8666666666666667
62d_combined,2025-04,2025-04-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18.5,15.0,3.5,0.8108108108108109
62d_combined,2025-05,2025-05-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,24.0,19.5,4.5,0.8125
62d_combined,2025-06,2025-06-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,19.0,18.0,1.0,0.9473684210526315
62d_combined,2025-07,2025-07-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18.0,18.0,0.0,1.0
62d_combined,2025-08,2025-08-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,15.0,14.0,1.0,0.9333333333333333
62d_combined,2025-09,2025-09-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,14.0,12.5,1.5,0.8928571428571429
62d_combined,2023-10,2023-10-01,RAP,North Middlesex University Hospital NHS Trust,116.5,73.5,43.0,0.630901287553648
62d_combined,2023-11,2023-11-01,RAP,North Middlesex University Hospital NHS Trust,136.0,85.5,50.5,0.6286764705882353
62d_combined,2023-12,2023-12-01,RAP,North Middlesex University Hospital NHS Trust,79.5,45.0,34.5,0.5660377358490566
62d_combined,2024-01,2024-01-01,RAP,North Middlesex University Hospital NHS Trust,107.5,58.5,49.0,0.5441860465116279
62d_combined,2024-02,2024-02-01,RAP,North Middlesex University Hospital NHS Trust,121.0,73.5,47.5,0.6074380165289256
62d_combined,2024-03,2024-03-01,RAP,North Middlesex University Hospital NHS Trust,110.0,68.5,41.5,0.6227272727272727
62d_combined,2024-04,2024-04-01,RAP,North Middlesex University Hospital NHS Trust,106.5,58.0,48.5,0.5446009389671361
62d_combined,2024-05,2024-05-01,RAP,North Middlesex University Hospital NHS Trust,107.5,55.5,52.0,0.5162790697674419
62d_combined,2024-06,2024-06-01,RAP,North Middlesex University Hospital NHS Trust,114.5,65.0,49.5,0.5676855895196506
62d_combined,2024-07,2024-07-01,RAP,North Middlesex University Hospital NHS Trust,102.0,60.5,41.5,0.5931372549019608
62d_combined,2024-08,2024-08-01,RAP,North Middlesex University Hospital NHS Trust,91.0,50.5,40.5,0.554945054945055
62d_combined,2024-09,2024-09-01,RAP,North Middlesex University Hospital NHS Trust,103.0,59.0,44.0,0.5728155339805825
62d_combined,2024-10,2024-10-01,RAP,North Middlesex University Hospital NHS Trust,111.5,65.5,46.0,0.5874439461883408
62d_combined,2024-11,2024-11-01,RAP,North Middlesex University Hospital NHS Trust,92.5,55.5,37.0,0.6
62d_combined,2024-12,2024-12-01,RAP,North Middlesex University Hospital NHS Trust,86.0,64.5,21.5,0.75
62d_combined,2023-10,2023-10-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,86.0,63.5,22.5,0.7383720930232558
62d_combined,2023-11,2023-11-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,69.0,50.5,18.5,0.7318840579710145
62d_combined,2023-12,2023-12-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,62.5,45.0,17.5,0.72
62d_combined,2024-01,2024-01-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,103.5,55.0,48.5,0.5314009661835749
62d_combined,2024-02,2024-02-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,91.0,56.5,34.5,0.6208791208791209
62d_combined,2024-03,2024-03-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,80.5,59.0,21.5,0.7329192546583851
62d_combined,2024-04,2024-04-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,109.5,69.5,40.0,0.634703196347032
62d_combined,2024-05,2024-05-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,100.0,71.0,29.0,0.71
62d_combined,2024-06,2024-06-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,78.0,53.5,24.5,0.6858974358974359
62d_combined,2024-07,2024-07-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,103.5,72.5,31.0,0.7004830917874396
62d_combined,2024-08,2024-08-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,95.5,69.0,26.5,0.7225130890052356
62d_combined,2024-09,2024-09-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,82.0,59.0,23.0,0.7195121951219512
62d_combined,2024-10,2024-10-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,102.5,70.0,32.5,0.6829268292682927
62d_combined,2024-11,2024-11-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,101.5,74.5,27.0,0.7339901477832512
62d_combined,2024-12,2024-12-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,86.0,59.5,26.5,0.6918604651162791
62d_combined,2025-01,2025-01-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,109.0,72.0,37.0,0.6605504587155964
62d_combined,2025-02,2025-02-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,114.5,76.5,38.0,0.6681222707423581
62d_combined,2025-03,2025-03-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,106.5,76.5,30.0,0.7183098591549296
62d_combined,2025-04,2025-04-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,96.5,72.5,24.0,0.7512953367875648
62d_combined,2025-05,2025-05-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,92.5,65.0,27.5,0.7027027027027027
62d_combined,2025-06,2025-06-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,84.5,54.0,30.5,0.6390532544378699
62d_combined,2025-07,2025-07-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,117.5,87.0,30.5,0.7404255319148936
62d_combined,2025-08,2025-08-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,105.0,73.5,31.5,0.7
62d_combined,2025-09,2025-09-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,91.0,49.0,42.0,0.5384615384615384
62d_combined,2023-10,2023-10-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,101.0,81.0,20.0,0.801980198019802
62d_combined,2023-11,2023-11-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,124.0,91.0,33.0,0.7338709677419355
62d_combined,2023-12,2023-12-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,98.0,73.0,25.0,0.7448979591836735
62d_combined,2024-01,2024-01-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,128.0,98.0,30.0,0.765625
62d_combined,2024-02,2024-02-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,126.5,95.0,31.5,0.7509881422924901
62d_combined,2024-03,2024-03-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,125.0,102.5,22.5,0.82
62d_combined,2024-04,2024-04-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,134.0,111.5,22.5,0.832089552238806
62d_combined,2024-05,2024-05-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,117.0,96.5,20.5,0.8247863247863247
62d_combined,2024-06,2024-06-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,129.0,102.5,26.5,0.7945736434108527
62d_combined,2024-07,2024-07-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,111.5,89.5,22.0,0.8026905829596412
62d_combined,2024-08,2024-08-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,133.0,110.5,22.5,0.8308270676691729
62d_combined,2024-09,2024-09-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,130.5,102.5,28.0,0.7854406130268199
62d_combined,2024-10,2024-10-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,154.5,128.0,26.5,0.8284789644012945
62d_combined,2024-11,2024-11-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,120.5,97.5,23.0,0.8091286307053942
62d_combined,2024-12,2024-12-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,119.0,102.0,17.0,0.8571428571428571
62d_combined,2025-01,2025-01-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,146.0,126.5,19.5,0.8664383561643836
62d_combined,2025-02,2025-02-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,130.0,104.0,26.0,0.8
62d_combined,2025-03,2025-03-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,140.5,119.0,21.5,0.8469750889679716
62d_combined,2025-04,2025-04-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,168.0,138.0,30.0,0.8214285714285714
62d_combined,2025-05,2025-05-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,148.0,114.5,33.5,0.7736486486486487
62d_combined,2025-06,2025-06-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,146.0,107.0,39.0,0.7328767123287672
62d_combined,2025-07,2025-07-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,147.0,111.0,36.0,0.7551020408163265
62d_combined,2025-08,2025-08-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,120.0,106.0,14.0,0.8833333333333333
62d_combined,2025-09,2025-09-01,RAX,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,139.5,115.5,24.0,0.8279569892473119
62d_combined,2023-10,2023-10-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,107.0,79.0,28.0,0.7383177570093458
62d_combined,2023-11,2023-11-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,148.0,105.5,42.5,0.7128378378378378
62d_combined,2023-12,2023-12-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,106.5,74.5,32.0,0.6995305164319249
62d_combined,2024-01,2024-01-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,147.0,96.5,50.5,0.6564625850340136
62d_combined,2024-02,2024-02-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,131.5,97.5,34.0,0.7414448669201521
62d_combined,2024-03,2024-03-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,129.5,101.5,28.0,0.7837837837837838
62d_combined,2024-04,2024-04-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,137.0,104.0,33.0,0.7591240875912408
62d_combined,2024-05,2024-05-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,122.0,80.0,42.0,0.6557377049180327
62d_combined,2024-06,2024-06-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,141.0,107.5,33.5,0.7624113475177305
62d_combined,2024-07,2024-07-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,138.0,103.0,35.0,0.7463768115942029
62d_combined,2024-08,2024-08-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,102.0,70.5,31.5,0.6911764705882353
62d_combined,2024-09,2024-09-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,112.5,87.0,25.5,0.7733333333333333
62d_combined,2024-10,2024-10-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,124.5,96.0,28.5,0.7710843373493976
62d_combined,2024-11,2024-11-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,131.5,111.5,20.0,0.8479087452471483
62d_combined,2024-12,2024-12-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,118.0,88.5,29.5,0.75
62d_combined,2025-01,2025-01-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,142.0,99.5,42.5,0.7007042253521126
62d_combined,2025-02,2025-02-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,120.0,87.0,33.0,0.725
62d_combined,2025-03,2025-03-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,107.5,86.0,21.5,0.8
62d_combined,2025-04,2025-04-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,141.5,112.5,29.0,0.7950530035335689
62d_combined,2025-05,2025-05-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,127.0,87.5,39.5,0.6889763779527559
62d_combined,2025-06,2025-06-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,128.5,87.0,41.5,0.6770428015564203
62d_combined,2025-07,2025-07-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,146.0,98.5,47.5,0.6746575342465754
62d_combined,2025-08,2025-08-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,137.5,93.5,44.0,0.68
62d_combined,2025-09,2025-09-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,122.5,82.0,40.5,0.6693877551020408
62d_combined,2023-10,2023-10-01,RBK,WALSALL HEALTHCARE NHS TRUST,63.0,51.0,12.0,0.8095238095238095
62d_combined,2023-11,2023-11-01,RBK,WALSALL HEALTHCARE NHS TRUST,81.5,62.0,19.5,0.7607361963190185
62d_combined,2023-12,2023-12-01,RBK,WALSALL HEALTHCARE NHS TRUST,67.0,47.5,19.5,0.7089552238805971
62d_combined,2024-01,2024-01-01,RBK,WALSALL HEALTHCARE NHS TRUST,76.0,62.5,13.5,0.8223684210526315
62d_combined,2024-02,2024-02-01,RBK,WALSALL HEALTHCARE NHS TRUST,85.0,65.5,19.5,0.7705882352941177
62d_combined,2024-03,2024-03-01,RBK,WALSALL HEALTHCARE NHS TRUST,82.0,61.5,20.5,0.75
62d_combined,2024-04,2024-04-01,RBK,WALSALL HEALTHCARE NHS TRUST,67.0,51.0,16.0,0.7611940298507462
62d_combined,2024-05,2024-05-01,RBK,WALSALL HEALTHCARE NHS TRUST,96.5,76.5,20.0,0.7927461139896373
62d_combined,2024-06,2024-06-01,RBK,WALSALL HEALTHCARE NHS TRUST,72.0,57.0,15.0,0.7916666666666666
62d_combined,2024-07,2024-07-01,RBK,WALSALL HEALTHCARE NHS TRUST,112.5,85.5,27.0,0.76
62d_combined,2024-08,2024-08-01,RBK,WALSALL HEALTHCARE NHS TRUST,105.0,81.0,24.0,0.7714285714285715
62d_combined,2024-09,2024-09-01,RBK,WALSALL HEALTHCARE NHS TRUST,91.5,67.5,24.0,0.7377049180327869
62d_combined,2024-10,2024-10-01,RBK,WALSALL HEALTHCARE NHS TRUST,95.5,77.5,18.0,0.8115183246073299
62d_combined,2024-11,2024-11-01,RBK,WALSALL HEALTHCARE NHS TRUST,79.0,67.0,12.0,0.8481012658227848
62d_combined,2024-12,2024-12-01,RBK,WALSALL HEALTHCARE NHS TRUST,74.0,56.5,17.5,0.7635135135135135
62d_combined,2025-01,2025-01-01,RBK,WALSALL HEALTHCARE NHS TRUST,66.5,54.0,12.5,0.8120300751879699
62d_combined,2025-02,2025-02-01,RBK,WALSALL HEALTHCARE NHS TRUST,89.0,68.5,20.5,0.7696629213483146
62d_combined,2025-03,2025-03-01,RBK,WALSALL HEALTHCARE NHS TRUST,67.0,57.0,10.0,0.8507462686567164
62d_combined,2025-04,2025-04-01,RBK,WALSALL HEALTHCARE NHS TRUST,64.5,51.0,13.5,0.7906976744186046
62d_combined,2025-05,2025-05-01,RBK,WALSALL HEALTHCARE NHS TRUST,93.0,79.5,13.5,0.8548387096774194
62d_combined,2025-06,2025-06-01,RBK,WALSALL HEALTHCARE NHS TRUST,88.0,70.5,17.5,0.8011363636363636
62d_combined,2025-07,2025-07-01,RBK,WALSALL HEALTHCARE NHS TRUST,87.5,69.5,18.0,0.7942857142857143
62d_combined,2025-08,2025-08-01,RBK,WALSALL HEALTHCARE NHS TRUST,57.0,46.0,11.0,0.8070175438596491
62d_combined,2025-09,2025-09-01,RBK,WALSALL HEALTHCARE NHS TRUST,95.0,72.0,23.0,0.7578947368421053
62d_combined,2023-10,2023-10-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,156.5,110.0,46.5,0.7028753993610224
62d_combined,2023-11,2023-11-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,188.5,133.5,55.0,0.7082228116710876
62d_combined,2023-12,2023-12-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,179.0,134.5,44.5,0.7513966480446927
62d_combined,2024-01,2024-01-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,156.0,111.5,44.5,0.7147435897435898
62d_combined,2024-02,2024-02-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,146.5,105.0,41.5,0.7167235494880546
62d_combined,2024-03,2024-03-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,184.0,142.5,41.5,0.7744565217391305
62d_combined,2024-04,2024-04-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,169.5,136.5,33.0,0.8053097345132744
62d_combined,2024-05,2024-05-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,164.0,120.0,44.0,0.7317073170731707
62d_combined,2024-06,2024-06-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,182.0,135.5,46.5,0.7445054945054945
62d_combined,2024-07,2024-07-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,210.0,162.0,48.0,0.7714285714285715
62d_combined,2024-08,2024-08-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,172.0,137.0,35.0,0.7965116279069767
62d_combined,2024-09,2024-09-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,149.5,114.5,35.0,0.7658862876254181
62d_combined,2024-10,2024-10-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,178.0,134.0,44.0,0.7528089887640449
62d_combined,2024-11,2024-11-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,136.5,111.0,25.5,0.8131868131868132
62d_combined,2024-12,2024-12-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,160.0,118.5,41.5,0.740625
62d_combined,2025-01,2025-01-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,160.0,116.5,43.5,0.728125
62d_combined,2025-02,2025-02-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,130.5,96.5,34.0,0.7394636015325671
62d_combined,2025-03,2025-03-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,164.5,127.5,37.0,0.7750759878419453
62d_combined,2025-04,2025-04-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,156.5,119.0,37.5,0.7603833865814696
62d_combined,2025-05,2025-05-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,140.5,107.0,33.5,0.7615658362989324
62d_combined,2025-06,2025-06-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,175.5,138.0,37.5,0.7863247863247863
62d_combined,2025-07,2025-07-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,192.0,145.5,46.5,0.7578125
62d_combined,2025-08,2025-08-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,186.5,140.0,46.5,0.7506702412868632
62d_combined,2025-09,2025-09-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,173.5,130.5,43.0,0.7521613832853026
62d_combined,2023-10,2023-10-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,371.0,291.0,80.0,0.784366576819407
62d_combined,2023-11,2023-11-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,414.0,336.5,77.5,0.8128019323671497
62d_combined,2023-12,2023-12-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,314.5,251.5,63.0,0.7996820349761526
62d_combined,2024-01,2024-01-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,361.5,272.0,89.5,0.7524204702627939
62d_combined,2024-02,2024-02-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,345.5,260.0,85.5,0.7525325615050651
62d_combined,2024-03,2024-03-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,340.5,280.5,60.0,0.8237885462555066
62d_combined,2024-04,2024-04-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,392.0,317.5,74.5,0.8099489795918368
62d_combined,2024-05,2024-05-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,392.0,318.5,73.5,0.8125
62d_combined,2024-06,2024-06-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,337.5,259.0,78.5,0.7674074074074074
62d_combined,2024-07,2024-07-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,421.0,337.5,83.5,0.8016627078384798
62d_combined,2024-08,2024-08-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,344.0,277.0,67.0,0.8052325581395349
62d_combined,2024-09,2024-09-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,322.5,252.0,70.5,0.7813953488372093
62d_combined,2024-10,2024-10-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,365.0,280.5,84.5,0.7684931506849315
62d_combined,2024-11,2024-11-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,345.5,279.0,66.5,0.8075253256150506
62d_combined,2024-12,2024-12-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,354.5,277.5,77.0,0.7827926657263752
62d_combined,2025-01,2025-01-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,377.0,312.5,64.5,0.8289124668435013
62d_combined,2025-02,2025-02-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,331.5,272.5,59.0,0.8220211161387632
62d_combined,2025-03,2025-03-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,352.5,303.0,49.5,0.8595744680851064
62d_combined,2025-04,2025-04-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,368.5,297.5,71.0,0.8073270013568521
62d_combined,2025-05,2025-05-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,311.0,249.0,62.0,0.8006430868167203
62d_combined,2025-06,2025-06-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,317.5,241.0,76.5,0.7590551181102362
62d_combined,2025-07,2025-07-01,RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,388.5,308.5,80.0,0.7940797940797941
